direct id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program,existing or new,id
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Triamcinolone,,triamcinolone,multiple sclerosis - medicare access fund,,5683
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eab51c1adc57577caa699,Inherited Retinal Diseases,accessia,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eb07337b86bfd7218a0aa,Asthma,healthwell,Triamcinolone Acetonide,,triamcinolone acetonide,,,
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Triamcinolone Acetonide,,triamcinolone acetonide,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Triamcinolone Acetonide,,triamcinolone acetonide,pediatric assistance fund,,5691
683ec3aa1b52e28e932e22b8,Asthma,TAF,Triamcinolone acetonide,,triamcinolone acetonide,asthma fund,,5505
683ec3aa1b52e28e932e22c0,Chronic Lymphocytic Leukemia,TAF,Triamcinolone acetonide,,triamcinolone acetonide,chronic lymphocytic leukemia fund,,5513
683ec3aa1b52e28e932e22c3,Cold Agglutinin Disease (CAD),TAF,Triamcinolone acetonide,,triamcinolone acetonide,cold agglutinin disease (cad) fund,,5516
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Triamcinolone acetonide,,triamcinolone acetonide,psoriasis fund,,5573
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Triamcinolone Acetonide Novaplus,,triamcinolone acetonide novaplus,pediatric assistance fund,,5691
683eab51c1adc57577caa652,Asthma,accessia,Triamcinolone Diacetate,,triamcinolone diacetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Triamcinolone Diacetate,,triamcinolone diacetate,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Triamcinolone Diacetate,,triamcinolone diacetate,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Triamcinolone Diacetate,,triamcinolone diacetate,,,
683eab51c1adc57577caa68c,Heart Failure,accessia,Triamterene,,triamterene,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Triamterene,,triamterene,,,
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,Triamterene,,triamterene,heart failure fund,,5528
683ec3aa1b52e28e932e22ec,Nephrotic Syndrome,TAF,Triamterene,,triamterene,nephrotic syndrome fund,,5554
683ec3aa1b52e28e932e22f2,Nonalcoholic Steatohepatitis (NASH),TAF,Triamterene,,triamterene,nonalcoholic steatohepatitis (nash) fund,,5560
683ec3aa1b52e28e932e22f2,Nonalcoholic Steatohepatitis (NASH),TAF,Triamterene powder,,triamterene,nonalcoholic steatohepatitis (nash) fund,,5560
683eb07337b86bfd7218a0a5,Adrenal Insufficiency,healthwell,Trianex,,trianex,adrenal insufficiency fund,,5628
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Trianex,,trianex,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,Triazolam,,triazolam,,,
683ec3aa1b52e28e932e22b0,Acid Sphingomyelinase Deficiency (ASMD),TAF,Triazolam,,triazolam,acid sphingomyelinase deficiency (asmd) fund,,5497
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Tribenzor,,tribenzor,chronic heart failure - medicare access fund,,5644
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Tribenzor,,tribenzor,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Tribenzor,,tribenzor,neurofibromatosis fund,,5556
683eab51c1adc57577caa69a,Kidney Stones,accessia,Tricitrates,,tricitrates,,,
683eab51c1adc57577caa69b,Kidney Stones,accessia,Tricitrates,,tricitrates,,,
683eb07337b86bfd7218a0d1,Hypercholesterolemia - Medicare Access,healthwell,Tricor,,tricor,hypercholesterolemia - medicare access fund,,5668
683ec3aa1b52e28e932e22b0,Acid Sphingomyelinase Deficiency (ASMD),TAF,Tricor,,tricor,acid sphingomyelinase deficiency (asmd) fund,,5497
683eb07337b86bfd7218a0a5,Adrenal Insufficiency,healthwell,Triderm,,triderm,adrenal insufficiency fund,,5628
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Triderm,,triderm,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Tridesilon,,tridesilon,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa699,Inherited Retinal Diseases,accessia,Triesence,,triesence,,,
683eafba658efbd7a8fc53b9,Chronic Noninfectious Uveitis,gooddays,Triesence,,triesence,chronic noninfectious uveitis fund,,5747
683eb07337b86bfd7218a0a5,Adrenal Insufficiency,healthwell,Triesence,,triesence,adrenal insufficiency fund,,5628
683eb07337b86bfd7218a0c7,Giant Cell Arteritis or Temporal Arteritis - Medicare Access,healthwell,Triesence,,triesence,giant cell arteritis or temporal arteritis - medicare access fund,,5659
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Triesence,,triesence,pediatric assistance fund,,5691
683eb35152f4d71ca049b119,Macular Diseases,PAN,TRIESENCE,triamcinolone acetonide/pf,triesence,macular diseases fund,,5786
683eb35152f4d71ca049b134,Retinal Vein Occlusion,PAN,TRIESENCE,triamcinolone acetonide/pf,triesence,retinal vein occlusion fund,,5797
683ec3aa1b52e28e932e2311,Uveitis,TAF,Triesence,,triesence,uveitis fund,,5591
683ec3aa1b52e28e932e22de,Iron Deficiency Anemia,TAF,Triferic,,triferic,iron deficiency anemia fund,,5540
683eb07337b86bfd7218a0e2,Neurocognitive Disease with Psychosis - Medicare Access,healthwell,Trifluoperazine Hcl,,trifluoperazine hcl,neurocognitive disease with psychosis - medicare access fund,,5685
683eb07337b86bfd7218a0f2,Schizophrenia - Medicare Access,healthwell,Trifluoperazine Hcl,,trifluoperazine hcl,schizophrenia - medicare access fund,,5699
683ec3aa1b52e28e932e22f0,Neurotrophic Keratitis,TAF,Trifluridine Ophthalmic,,trifluridine,neurotrophic keratitis fund,,5558
683eb07337b86bfd7218a0d1,Hypercholesterolemia - Medicare Access,healthwell,Triglide,,triglide,hypercholesterolemia - medicare access fund,,5668
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Trihexyphenidyl Hcl,,trihexyphenidyl hcl,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0e9,Parkinson’s Disease  - Medicare Access,healthwell,Trihexyphenidyl Hcl,,trihexyphenidyl hcl,,,
683ec3aa1b52e28e932e22f6,Parkinsons Disease,TAF,Trihexyphenidyl HCL,,trihexyphenidyl hcl,parkinsons disease fund,,5564
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Trijardy Xr,,trijardy xr,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0be,Cystic Fibrosis Treatments,healthwell,Trikafta,,trikafta,cystic fibrosis treatments fund,,5650
683ec3aa1b52e28e932e22c5,Cystic Fibrosis,TAF,Trikafta,,trikafta,cystic fibrosis fund,,5518
683ec3aa1b52e28e932e22ca,Epilepsy,TAF,Trileptal,,trileptal,epilepsy fund,,5522
683eb07337b86bfd7218a0d1,Hypercholesterolemia - Medicare Access,healthwell,Trilipix,,trilipix,hypercholesterolemia - medicare access fund,,5668
683ec3aa1b52e28e932e22b0,Acid Sphingomyelinase Deficiency (ASMD),TAF,Trilipix,,trilipix,acid sphingomyelinase deficiency (asmd) fund,,5497
683eb07337b86bfd7218a0c7,Giant Cell Arteritis or Temporal Arteritis - Medicare Access,healthwell,Triloan Ii,,triloan ii,giant cell arteritis or temporal arteritis - medicare access fund,,5659
683eb07337b86bfd7218a0c7,Giant Cell Arteritis or Temporal Arteritis - Medicare Access,healthwell,Triloan Suik,,triloan suik,giant cell arteritis or temporal arteritis - medicare access fund,,5659
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Trimebutine,,trimebutine,inflammatory bowel disease - medicare access fund,,5674
683ec3aa1b52e28e932e2308,Skin and Skin Structure Infections,TAF,Trimethoprim,,trimethoprim,skin and skin structure infections fund,,5582
683ec3aa1b52e28e932e22f0,Neurotrophic Keratitis,TAF,Trimethoprim + Polymyxin B,,Trimethoprim And Polymyxin B,neurotrophic keratitis fund,,5558
683eb07337b86bfd7218a0e7,Ovarian Cancer - Medicare Access,healthwell,Trimetinib Dimethyl Sulfoxide,,Trametinib Dimethyl Sulfoxide,ovarian cancer - medicare access fund,,5689
683eb07337b86bfd7218a0db,Melanoma - Medicare Access,healthwell,Trimetrexate,,trimetrexate,melanoma - medicare access fund,,5678
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Trimipramine,,trimipramine,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Trimipramine,,trimipramine,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Trimipramine,,trimipramine,,,
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Trintellix,,trintellix,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Trintellix,,trintellix,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Trintellix,,trintellix,,,
683eb07337b86bfd7218a0a4,Acute Myeloid Leukemia,healthwell,Trisenox,,trisenox,,,
683eb07337b86bfd7218a0e1,Myelodysplastic Syndromes - Medicare Access,healthwell,Trisenox,,trisenox,myelodysplastic syndromes - medicare access fund,,5684
683eafba658efbd7a8fc53bc,"HIV, AIDS Treatment & Prevention",gooddays,Triumeq,,triumeq,"hiv, aids treatment & prevention fund",,5749
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Trodelvy,,trodelvy,breast cancer - medicare access fund,,5637
683ec3aa1b52e28e932e22bc,Bladder Cancer (Federal Healthcare Program),TAF,Trodelvy,,trodelvy,bladder cancer (federal healthcare program) fund,,5509
683ec3aa1b52e28e932e22bd,Breast Cancer,TAF,Trodelvy,,trodelvy,breast cancer fund,,5510
683eafba658efbd7a8fc53bc,"HIV, AIDS Treatment & Prevention",gooddays,Trogarzo,,trogarzo,"hiv, aids treatment & prevention fund",,5749
683eb07337b86bfd7218a0dd,Migraine,healthwell,Trokendi Xr,,trokendi xr,migraine fund,,5680
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Trokendi Xr,,trokendi xr,movement disorders - medicare access fund,,5681
683ec3aa1b52e28e932e22ca,Epilepsy,TAF,Trokendi XR,,trokendi xr,epilepsy fund,,5522
683eab51c1adc57577caa693,Hypoparathyroidism,accessia,True Vitamin D3,,true vitamin d3,,,
683eab51c1adc57577caa694,Hypoparathyroidism,accessia,True Vitamin D3,,true vitamin d3,,,
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Trulance,,trulance,neurofibromatosis fund,,5556
683ec3aa1b52e28e932e2303,Rett Syndrome,TAF,Trulance,,trulance,rett syndrome fund,,5577
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Trulicity,,trulicity,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Trulicity,,trulicity,type 2 diabetes fund,,5705
683ec3aa1b52e28e932e22e9,Myasthenia Gravis,TAF,Trumenba,,trumenba,myasthenia gravis fund,,5551
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Truqap,,truqap,breast cancer - medicare access fund,,5637
683ec3aa1b52e28e932e22bd,Breast Cancer,TAF,Truqap,,truqap,breast cancer fund,,5510
683eafba658efbd7a8fc53bc,"HIV, AIDS Treatment & Prevention",gooddays,Truvada,,truvada,"hiv, aids treatment & prevention fund",,5749
683eb07337b86bfd7218a0a9,"ANCA-Assoc Vasculitis, and Granulomatosis with Polyangiitis (formerly Wegeners)",healthwell,Truxima,,truxima,"anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund",,5631
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Truxima,,truxima,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Truxima,,truxima,b-cell lymphoma - medicare access fund,,5633
683eb07337b86bfd7218a0b8,Chronic Lymphocytic Leukemia,healthwell,Truxima,,truxima,,,
683eb07337b86bfd7218a0d3,Idiopathic Thrombocytopenic Purpura,healthwell,Truxima,,truxima,idiopathic thrombocytopenic purpura fund,,5670
683eb07337b86bfd7218a0da,Mantle Cell Lymphoma,healthwell,Truxima,,truxima,mantle cell lymphoma fund,,5677
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Truxima,,truxima,multiple sclerosis - medicare access fund,,5683
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Truxima,,truxima,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Truxima,,truxima,systemic lupus erythematosus fund,,5702
683eb07337b86bfd7218a0fc,Waldenstrom Macroglobulinemia,healthwell,Truxima,,truxima,waldenstrom macroglobulinemia fund,,5708
683ec3aa1b52e28e932e22c0,Chronic Lymphocytic Leukemia,TAF,Truxima,,truxima,chronic lymphocytic leukemia fund,,5513
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Truxima,,truxima,rheumatoid arthritis fund,,5578
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Tryptophan,,tryptophan,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Tryptophan,,tryptophan,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Tryptophan,,tryptophan,,,
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Tucatinib,,tucatinib,breast cancer - medicare access fund,,5637
683eb07337b86bfd7218a0aa,Asthma,healthwell,Tudorza Pressair,,tudorza pressair,,,
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Tudorza Pressair,,tudorza pressair,chronic obstructive pulmonary disease - medicare access fund,,5646
683ec3aa1b52e28e932e22c1,Chronic Obstructive Pulmonary Disease (COPD),TAF,Tudorza pressair,,tudorza pressair,chronic obstructive pulmonary disease (copd) fund,,5514
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Tukysa,,tukysa,breast cancer - medicare access fund,,5637
683ec3aa1b52e28e932e22bd,Breast Cancer,TAF,Tukysa,,tukysa,breast cancer fund,,5510
683eb07337b86bfd7218a0aa,Asthma,healthwell,Tulobuterol,,tulobuterol,,,
683eb07337b86bfd7218a0bf,Cystic Fibrosis Vitamins and Supplements,healthwell,Two Cal Hn (all Varieties)*,,two cal hn *,cystic fibrosis vitamins and supplements fund,,5651
683eafba658efbd7a8fc53bc,"HIV, AIDS Treatment & Prevention",gooddays,Tybost,,tybost,"hiv, aids treatment & prevention fund",,5749
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Tyenne,,tyenne,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Tyenne,,tyenne,,,
683eb07337b86bfd7218a0c7,Giant Cell Arteritis or Temporal Arteritis - Medicare Access,healthwell,Tyenne,,tyenne,giant cell arteritis or temporal arteritis - medicare access fund,,5659
683ec3aa1b52e28e932e22df,Juvenile Arthritis,TAF,Tyenne,,tyenne,juvenile arthritis fund,,5541
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Tyenne,,tyenne,rheumatoid arthritis fund,,5578
683eb07337b86bfd7218a0e5,Nontuberculous Mycobacterium - Medicare Access,healthwell,Tygacil,,tygacil,nontuberculous mycobacterium - medicare access fund,,5687
683ec3aa1b52e28e932e2308,Skin and Skin Structure Infections,TAF,Tygacil,,tygacil,skin and skin structure infections fund,,5582
683eafba658efbd7a8fc53c4,Metastatic Breast Cancer,gooddays,Tykerb,,tykerb,,,
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Tykerb,,tykerb,breast cancer - medicare access fund,,5637
683eb07337b86bfd7218a0cc,Head and Neck Cancer - Medicare Access,healthwell,Tykerb,,tykerb,head and neck cancer - medicare access fund,,5664
683ec3aa1b52e28e932e22bd,Breast Cancer,TAF,Tykerb,,tykerb,breast cancer fund,,5510
683eb07337b86bfd7218a0bf,Cystic Fibrosis Vitamins and Supplements,healthwell,Tylactin (all Varieties),,tylactin,cystic fibrosis vitamins and supplements fund,,5651
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,Tylenol PM Extra Strength,,tylenol pm extra strength,,,
683eb07337b86bfd7218a0ed,Post Menopausal Osteoporosis - Medicare Access,healthwell,Tymlos,,tymlos,post menopausal osteoporosis - medicare access fund,,5694
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Tymlos,,tymlos,neurofibromatosis fund,,5556
683eb07337b86bfd7218a0d6,Inborn Metabolic or Genetic Bile Acid Deficiency Vitamins and Supplements,healthwell,Tyrosinemia Formula (all Varieties),,tyrosinemia formula,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,,5673
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Tyruko,,tyruko,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Tyruko,,tyruko,multiple sclerosis - medicare access fund,,5683
683ec3aa1b52e28e932e22c4,Crohns Disease,TAF,Tyruko,,tyruko,crohns disease fund,,5517
683ec3aa1b52e28e932e22e8,Multiple Sclerosis,TAF,Tyruko,,tyruko,multiple sclerosis fund,,5550
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Tysabri,,tysabri,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Tysabri,,tysabri,,,
683eafba658efbd7a8fc53c9,Multiple Sclerosis,gooddays,Tysabri,,tysabri,,,
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Tysabri,,tysabri,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Tysabri,,tysabri,multiple sclerosis - medicare access fund,,5683
683ec3aa1b52e28e932e22c4,Crohns Disease,TAF,Tysabri,,tysabri,crohns disease fund,,5517
683ec3aa1b52e28e932e22e8,Multiple Sclerosis,TAF,Tysabri,,tysabri,multiple sclerosis fund,,5550
683eafba658efbd7a8fc53d2,Pulmonary Arterial Hypertension,gooddays,Tyvaso,,tyvaso,pulmonary arterial hypertension fund,,5761
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Tyvaso,,tyvaso,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f0,Pulmonary Hypertension - Medicare Access,healthwell,Tyvaso,,tyvaso,pulmonary hypertension - medicare access fund,,5697
683ec3aa1b52e28e932e22e6,MPS II - Hunter Syndrome,TAF,Tyvaso,,tyvaso,mps ii - hunter syndrome fund,,5548
683ec3aa1b52e28e932e2301,Pulmonary Hypertension,TAF,Tyvaso,,tyvaso,pulmonary hypertension fund,,5575
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Tyvaso Dpi,,tyvaso dpi,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f0,Pulmonary Hypertension - Medicare Access,healthwell,Tyvaso Dpi,,tyvaso dpi,pulmonary hypertension - medicare access fund,,5697
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Tyvaso Dpi Institutional Kit,,tyvaso dpi institutional kit,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Tyvaso Dpi Titration Kit,,tyvaso dpi titration kit,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Tzield,,tzield,pediatric assistance fund,,5691
683eb07337b86bfd7218a0d0,Huntington's Disease - Medicare Access,healthwell,Ubiquinone,,ubiquinone,huntington's disease - medicare access fund,,5667
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Ublituximab-xiiy,,ublituximab-xiiy,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Ublituximab-xiiy,,ublituximab-xiiy,,,
683eb07337b86bfd7218a0dd,Migraine,healthwell,Ubrelvy,,ubrelvy,migraine fund,,5680
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Uceris,,uceris,inflammatory bowel disease - medicare access fund,,5674
683ec3aa1b52e28e932e230f,Ulcerative Colitis,TAF,Uceris,,uceris,ulcerative colitis fund,,5589
683eb07337b86bfd7218a0b6,Chemotherapy Induced Neutropenia - Medicare Access,healthwell,Udenyca,,udenyca,chemotherapy induced neutropenia - medicare access fund,,5643
683eb35152f4d71ca049b124,Neutropenia,PAN,UDENYCA,pegfilgrastim-cbqv,udenyca,neutropenia fund,,5789
683eb35152f4d71ca049b124,Neutropenia,PAN,UDENYCA AUTOINJECTOR,pegfilgrastim-cbqv,udenyca autoinjector,neutropenia fund,,5789
683eb35152f4d71ca049b124,Neutropenia,PAN,UDENYCA ONBODY,pegfilgrastim-cbqv,udenyca onbody,neutropenia fund,,5789
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Ukoniq,,ukoniq,b-cell lymphoma - medicare access fund,,5633
683eb07337b86bfd7218a0aa,Asthma,healthwell,Ularitide,,ularitide,,,
683eb07337b86bfd7218a0c9,Gout - Medicare Access,healthwell,Uloric,,uloric,gout - medicare access fund,,5661
683eb07337b86bfd7218a0ca,Gout Travel Fund,healthwell,Uloric,,uloric,,,
683ec3aa1b52e28e932e22cf,Gout,TAF,Uloric,,uloric,gout fund,,5526
683eab51c1adc57577caa6ad,Myasthenia Gravis,accessia,Ultomiris,,ultomiris,,,
683eab51c1adc57577caa6ae,Myasthenia Gravis,accessia,Ultomiris,,ultomiris,,,
683eb35152f4d71ca049b129,Paroxysmal Nocturnal Hemoglobinuria,PAN,ULTOMIRIS,ravulizumab-cwvz,ultomiris,paroxysmal nocturnal hemoglobinuria fund,,5791
683eb35152f4d71ca049b12a,Paroxysmal Nocturnal Hemoglobinuria Premium,PAN,ULTOMIRIS,ravulizumab-cwvz,ultomiris,paroxysmal nocturnal hemoglobinuria premium fund,,5792
683ec3aa1b52e28e932e22ba,Atypical Hemolytic Uremic Syndrome (aHUS),TAF,Ultomiris,,ultomiris,atypical hemolytic uremic syndrome (ahus) fund,,5507
683ec3aa1b52e28e932e22e9,Myasthenia Gravis,TAF,Ultomiris,,ultomiris,myasthenia gravis fund,,5551
683ec3aa1b52e28e932e22ef,Neuromyelitis Optica Spectrum Disorder (NMOSD),TAF,Ultomiris,,ultomiris,neuromyelitis optica spectrum disorder (nmosd) fund,,5557
683ec3aa1b52e28e932e22f7,Paroxysmal Nocturnal Hemoglobinuria (PNH),TAF,Ultomiris,,ultomiris,paroxysmal nocturnal hemoglobinuria (pnh) fund,,5565
683ec3aa1b52e28e932e22f7,Paroxysmal Nocturnal Hemoglobinuria (PNH),TAF,Ultomiris,ravulizumab,ultomiris,paroxysmal nocturnal hemoglobinuria (pnh) fund,,5565
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Ultravate,,ultravate,autoimmune - medicare access fund,,5632
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Ultravate,,ultravate,psoriasis fund,,5573
683eb07337b86bfd7218a0be,Cystic Fibrosis Treatments,healthwell,Ultresa,,ultresa,cystic fibrosis treatments fund,,5650
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Umeclidinium,,incr ellipta inhalation powder,chronic obstructive pulmonary disease - medicare access fund,,5646
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Unasyn,,unasyn,chronic obstructive pulmonary disease - medicare access fund,,5646
683eb07337b86bfd7218a0c1,Diabetic Foot Ulcers,healthwell,Unasyn,,unasyn,diabetic foot ulcers fund,,5653
683ec3aa1b52e28e932e2308,Skin and Skin Structure Infections,TAF,Unasyn,,unasyn,skin and skin structure infections fund,,5582
683eb07337b86bfd7218a0c1,Diabetic Foot Ulcers,healthwell,Under Skin Substitute Grafts,,under skin substitute grafts,diabetic foot ulcers fund,,5653
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,Unisom PM Pain,,unisom pm pain,,,
683ec3aa1b52e28e932e230c,Thyroid Cancer,TAF,Unithroid,,unithroid,thyroid cancer fund,,5586
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Uplizna,,uplizna,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Uplizna,,uplizna,,,
683eafba658efbd7a8fc53cd,Neuromyelitis Optica Spectrum Disorder,gooddays,Uplizna,,uplizna,neuromyelitis optica spectrum disorder fund,,5759
683ec3aa1b52e28e932e22ef,Neuromyelitis Optica Spectrum Disorder (NMOSD),TAF,Uplizna,,uplizna,neuromyelitis optica spectrum disorder (nmosd) fund,,5557
683eab51c1adc57577caa693,Hypoparathyroidism,accessia,UpSpring Baby Vit D,,upspring baby vit d,,,
683eab51c1adc57577caa694,Hypoparathyroidism,accessia,UpSpring Baby Vit D,,upspring baby vit d,,,
683eafba658efbd7a8fc53d2,Pulmonary Arterial Hypertension,gooddays,Uptravi,,uptravi,pulmonary arterial hypertension fund,,5761
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Uptravi,,uptravi,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f0,Pulmonary Hypertension - Medicare Access,healthwell,Uptravi,,uptravi,pulmonary hypertension - medicare access fund,,5697
683ec3aa1b52e28e932e22e6,MPS II - Hunter Syndrome,TAF,Uptravi,,uptravi,mps ii - hunter syndrome fund,,5548
683ec3aa1b52e28e932e2301,Pulmonary Hypertension,TAF,Uptravi,,uptravi,pulmonary hypertension fund,,5575
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Urea,,urea,psoriasis fund,,5573
683eb07337b86bfd7218a0d6,Inborn Metabolic or Genetic Bile Acid Deficiency Vitamins and Supplements,healthwell,Urea Cycle Disorder Formula (all Varieties),,urea cycle disorder formula,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,,5673
683eb07337b86bfd7218a0eb,Peyronie's Disease,healthwell,Urinalysis,,urinalysis,peyronie's disease fund,,5692
683eb07337b86bfd7218a0d4,IgA Nephropathy,healthwell,Urine Test - Urinalysis,,urine test - urinalysis,,,
683eb07337b86bfd7218a0d2,Hyperoxaluria,healthwell,Urocit-k,,urocit-k,hyperoxaluria fund,,5669
683eab51c1adc57577caa69a,Kidney Stones,accessia,Urocit-K 10,,urocit-k 10,,,
683eab51c1adc57577caa69b,Kidney Stones,accessia,Urocit-K 10,,urocit-k 10,,,
683eb07337b86bfd7218a0d2,Hyperoxaluria,healthwell,Urocit-k 10,,urocit-k 10,hyperoxaluria fund,,5669
683eab51c1adc57577caa69a,Kidney Stones,accessia,Urocit-K 15,,urocit-k 15,,,
683eab51c1adc57577caa69b,Kidney Stones,accessia,Urocit-K 15,,urocit-k 15,,,
