ID,Name,Source,Source ID,Generic Name,Company Name,Equivalent,Associated Programs,Associated Drugs Count,Created At,Updated At
28476,bleomycin,COPAYS_COM,,,,,ovarian cancer fund,1,2025-03-16 07:26:56,2025-03-16 07:26:56
28477,efudex,COPAYS_COM,,,,,ovarian cancer fund; pancreatic cancer fund,1,2025-03-16 07:26:56,2025-03-16 07:26:56
28478,ifosfamide,COPAYS_COM,,,,,ovarian cancer fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28479,mesna,COPAYS_COM,,,,,ovarian cancer fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28480,rubraca,COPAYS_COM,,,,,ovarian cancer fund; prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28481,votrient,COPAYS_COM,,,,,ovarian cancer fund; renal cell carcinoma fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28482,zejula,COPAYS_COM,,,,,ovarian cancer fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28483,avzivi,COPAYS_COM,,,,,ovarian cancer fund,1,2025-03-16 07:26:57,2025-03-16 07:26:57
28484,creon,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28485,gemcitabine hcl,COPAYS_COM,,,,,pancreatic cancer fund; renal cell carcinoma fund; small cell lung cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28486,jelmyto,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28487,khapzory,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28488,mitomycin,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28489,zenpep,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28490,bizengri,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28491,lutathera,COPAYS_COM,,,,,pancreatic cancer fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28492,welireg,COPAYS_COM,,,,,pancreatic cancer fund; renal cell carcinoma fund,1,2025-03-16 07:26:58,2025-03-16 07:26:58
28493,gocovri,COPAYS_COM,,,,,parkinson's disease fund,1,2025-03-16 07:26:59,2025-03-16 07:26:59
28494,zelapar,COPAYS_COM,,,,,parkinson's disease fund,1,2025-03-16 07:26:59,2025-03-16 07:26:59
28495,akeega,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:26:59,2025-03-16 07:26:59
28496,camcevi,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:26:59,2025-03-16 07:26:59
28497,fensolvi,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28498,fosamax,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28499,jevtana,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28500,nubeqa,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28501,orgovyx,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28502,pluvicto,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28503,provenge,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28504,xtandi,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28505,bicalutamide,COPAYS_COM,,,,,prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:27:00,2025-03-16 07:27:00
28506,adcirca,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:02,2025-03-16 07:27:02
28507,adempas,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:02,2025-03-16 07:27:02
28508,cialis,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:02,2025-03-16 07:27:02
28509,coumadin,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:02,2025-03-16 07:27:02
28510,opsumit,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28511,orenitram,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28512,remodulin,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28513,revatio,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28514,sildenafil citrate,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28515,tracleer,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28516,treprostinil,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28517,tyvaso,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28518,uptravi,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28519,ventavis,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28520,epoprostenol sodium,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28521,riociguat,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28522,selexipag,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28523,conjupri,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28524,diltiazem hcl,COPAYS_COM,,,,,pulmonary hypertension fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28525,fotivda,COPAYS_COM,,,,,renal cell carcinoma fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28526,inlyta,COPAYS_COM,,,,,renal cell carcinoma fund,1,2025-03-16 07:27:03,2025-03-16 07:27:03
28527,lenvima,COPAYS_COM,,,,,renal cell carcinoma fund; thyroid cancer fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28528,adakveo,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28529,exjade,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28530,ferriprox,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28531,siklos,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28532,oxbryta,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28533,celebrex,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28534,celecoxib,COPAYS_COM,,,,,sickle cell disease health equity fund,1,2025-03-16 07:27:04,2025-03-16 07:27:04
28535,cosela,COPAYS_COM,,,,,small cell lung cancer fund,1,2025-03-16 07:27:05,2025-03-16 07:27:05
28536,temodar,COPAYS_COM,,,,,small cell lung cancer fund,1,2025-03-16 07:27:05,2025-03-16 07:27:05
28537,zepzelca,COPAYS_COM,,,,,small cell lung cancer fund,1,2025-03-16 07:27:05,2025-03-16 07:27:05
28538,evrysdi,COPAYS_COM,,,,,spinal muscular atrophy fund; spinal muscular atrophy health equity fund,1,2025-03-16 07:27:05,2025-03-16 07:27:05
28539,deflazacort,COPAYS_COM,,,,,spinal muscular atrophy fund; spinal muscular atrophy health equity fund,1,2025-03-16 07:27:05,2025-03-16 07:27:05
28540,armour thyroid,COPAYS_COM,,,,,thyroid cancer fund,1,2025-03-16 07:27:06,2025-03-16 07:27:06
28541,caprelsa,COPAYS_COM,,,,,thyroid cancer fund,1,2025-03-16 07:27:06,2025-03-16 07:27:06
28542,levothyroxine,COPAYS_COM,,,,,thyroid cancer fund,1,2025-03-16 07:27:06,2025-03-16 07:27:06
28543,np thyroid,COPAYS_COM,,,,,thyroid cancer fund,1,2025-03-16 07:27:06,2025-03-16 07:27:06
28544,tirosint-sol,COPAYS_COM,,,,,thyroid cancer fund,1,2025-03-16 07:27:06,2025-03-16 07:27:06
28545,lotemax,COPAYS_COM,,,,,uveitis fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28546,tobradex,COPAYS_COM,,,,,uveitis fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28547,tobramycin,COPAYS_COM,,,,,uveitis fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28548,yutiq,COPAYS_COM,,,,,uveitis fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28549,zylet,COPAYS_COM,,,,,uveitis fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28550,aurovela,COPAYS_COM,,,,,von willebrand disease fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28551,asparlas,CANCER_CARE,,,,,acute lymphoblastic leukemia fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28552,besponsa,CANCER_CARE,,,,,acute lymphoblastic leukemia fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28553,blincyto,CANCER_CARE,,,,,acute lymphoblastic leukemia fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28554,clofarabine,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28555,cyclophosphamide,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund; breast cancer fund; chronic lymphocytic leukemia fund; chronic myeloid leukemia fund; multiple myeloma fund; ovarian cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28556,cytarabine,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund; chronic lymphocytic leukemia fund; chronic myeloid leukemia fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28557,cytoxan,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund; breast cancer fund; chronic myeloid leukemia fund; multiple myeloma fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28558,gleevec,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; chronic myeloid leukemia fund; gastrointestinal stromal tumors fund; head and neck cancer fund; melanoma fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:07,2025-03-16 07:27:07
28559,iclusig,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; chronic myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28560,methotrexate,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund; breast cancer fund; non-small cell lung cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28561,oncaspar,CANCER_CARE,,,,,acute lymphoblastic leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28562,purixan,CANCER_CARE,,,,,acute lymphoblastic leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28563,sprycel,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; chronic myeloid leukemia fund; gastrointestinal stromal tumors fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28564,trexall,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; acute myeloid leukemia fund; breast cancer fund; head and neck cancer fund; non-small cell lung cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28565,vincristine sulfate,CANCER_CARE,,,,,acute lymphoblastic leukemia fund; chronic myeloid leukemia fund; head and neck cancer fund; melanoma fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28566,cladribine,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; chronic myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28567,daurismo,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28568,dexamethasone,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; metastatic colorectal cancer fund; multiple myeloma fund; prostate cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28569,dexamethasone sodium phosphate,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund; chronic lymphocytic leukemia fund; multiple myeloma fund; prostate cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28570,dexpak,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28571,doubledex,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28572,enasidenib,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28573,etoposide,CANCER_CARE,,,,,acute myeloid leukemia fund; bladder cancer fund; breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28574,fludarabine,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28575,gemtuzumab ozogamicin,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28576,glasdegib,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28577,hydrea,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic myeloid leukemia fund; head and neck cancer fund; melanoma fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28578,hydroxyurea,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic myeloid leukemia fund; head and neck cancer fund; melanoma fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28579,idarubicin hydrochloride,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28580,idhifa,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28581,ivosidenib,CANCER_CARE,,,,,acute myeloid leukemia fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28582,mylotarg,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28583,nexavar,CANCER_CARE,,,,,acute myeloid leukemia fund; gastrointestinal stromal tumors fund; hepatocellular carcinoma (hcc) fund; melanoma fund; non-small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28584,nivestym,CANCER_CARE,,,,,acute myeloid leukemia fund; chemotherapy induced neutropenia fund; multiple myeloma fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28585,onureg,CANCER_CARE,,,,,acute myeloid leukemia fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28586,otrexup,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund; chronic lymphocytic leukemia fund; small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28587,ozurdex,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28588,rasuvo,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; small cell lung cancer fund,1,2025-03-16 07:27:08,2025-03-16 07:27:08
28589,rezlidhia,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28590,rydapt,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28591,tibsovo,CANCER_CARE,,,,,acute myeloid leukemia fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28592,vanflyta,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28593,venclexta,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; multiple myeloma fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28594,vidaza,CANCER_CARE,,,,,acute myeloid leukemia fund; chemotherapy induced neutropenia fund; chronic myeloid leukemia fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28595,vyxeos,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28596,xatmep,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; small cell lung cancer fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28597,xospata,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28598,zarxio,CANCER_CARE,,,,,acute myeloid leukemia fund; chemotherapy induced neutropenia fund; multiple myeloma fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28599,zyloprim,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28600,azacitidine oral,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28601,celestone soluspan,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28602,cerubidine (daunorubicin hydrochloride),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28603,cyclophosphamide injection,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund; chronic lymphocytic leukemia fund; ovarian cancer fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28604,cyclophosphamide oral,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund; chronic lymphocytic leukemia fund; ovarian cancer fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28605,daunorubicin and cytarabine (liposomal),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28606,daunorubicin hydrochloride,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28607,daurismo (glasdegib oral),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28608,depocyt (cytarabine),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28609,doxorubicin hydrochloride,CANCER_CARE,,,,,acute myeloid leukemia fund; breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28610,filgrastim,CANCER_CARE,,,,,acute myeloid leukemia fund; multiple myeloma fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28611,gilteritinib,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28612,idamycin pfs (idarubicin hydrochloride),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28613,idhifa (enasidenib),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28614,midostaurin,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28615,mitoxantrone,CANCER_CARE,,,,,acute myeloid leukemia fund; chronic lymphocytic leukemia fund; prostate cancer fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28616,mylotarg (gemtuzumab ozogamicin),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28617,neupogen,CANCER_CARE,,,,,acute myeloid leukemia fund; chemotherapy induced neutropenia fund; multiple myeloma fund; myelodysplastic syndromes fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28618,nypozi,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28619,onureg oral,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28620,releuko,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28621,revuforj,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28622,rydapt (midostaurin),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28623,tibsovo (ivosidenib),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28624,venclexta and venclexta starting pack (venetoclax oral),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28625,venetoclax oral,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28626,xospata (gilteritinib oral),CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:09,2025-03-16 07:27:09
28627,arsenic trioxide,CANCER_CARE,,,,,acute myeloid leukemia fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28628,abraxane,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; head and neck cancer fund; melanoma fund; metastatic breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund; pancreatic cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28629,adstiladrin,CANCER_CARE,,,,,bladder cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28630,alimta,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; non-small cell lung cancer fund; ovarian cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28631,balversa,CANCER_CARE,,,,,bladder cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28632,bavencio,CANCER_CARE,,,,,bladder cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28633,capecitabine,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; head and neck cancer fund; metastatic breast cancer fund; metastatic colorectal cancer fund; ovarian cancer fund; pancreatic cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28634,cisplatin,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; head and neck cancer fund; melanoma fund; multiple myeloma fund; non-small cell lung cancer fund; ovarian cancer fund; pancreatic cancer fund; prostate cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28635,docetaxel,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; head and neck cancer fund; metastatic breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund; pancreatic cancer fund; prostate cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28636,docivyx,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; head and neck cancer fund; metastatic breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund; pancreatic cancer fund; prostate cancer fund; small cell lung cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28637,ellence,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; multiple myeloma fund; non-small cell lung cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28638,fluorouracil,CANCER_CARE,,,,,bladder cancer fund; breast cancer fund; gastric cancer fund; head and neck cancer fund; ovarian cancer fund; pancreatic cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28639,actonel,CANCER_CARE,,,,,bone metastases fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28640,atelvia,CANCER_CARE,,,,,bone metastases fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28641,boniva,CANCER_CARE,,,,,bone metastases fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28642,miacalcin,CANCER_CARE,,,,,bone metastases fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28643,pamidronate disodium,CANCER_CARE,,,,,bone metastases fund; multiple myeloma fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28644,prolia,CANCER_CARE,,,,,bone metastases fund; breast cancer fund; prostate cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28645,risedronate,CANCER_CARE,,,,,bone metastases fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28646,xgeva,CANCER_CARE,,,,,bone metastases fund; breast cancer fund; multiple myeloma fund; non-small cell lung cancer fund; prostate cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28647,afinitor,CANCER_CARE,,,,,breast cancer fund; gastrointestinal stromal tumors fund; metastatic breast cancer fund; pancreatic cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28648,alkeran,CANCER_CARE,,,,,breast cancer fund; melanoma fund; multiple myeloma fund; ovarian cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28649,androgel,CANCER_CARE,,,,,breast cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28650,avastin,CANCER_CARE,,,,,breast cancer fund; hepatocellular carcinoma (hcc) fund; melanoma fund; metastatic colorectal cancer fund; non-small cell lung cancer fund; ovarian cancer fund,1,2025-03-16 07:27:10,2025-03-16 07:27:10
28651,deltasone,CANCER_CARE,,,,,breast cancer fund; chronic lymphocytic leukemia fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28652,depo-medrol,CANCER_CARE,,,,,breast cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28653,docefrez,CANCER_CARE,,,,,breast cancer fund; head and neck cancer fund; metastatic breast cancer fund; non-small cell lung cancer fund; ovarian cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28654,eligard,CANCER_CARE,,,,,breast cancer fund; ovarian cancer fund; prostate cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28655,enhertu,CANCER_CARE,,,,,breast cancer fund; gastric cancer fund; non-small cell lung cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28656,estrace,CANCER_CARE,,,,,breast cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28657,fareston,CANCER_CARE,,,,,breast cancer fund; metastatic breast cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28658,faslodex,CANCER_CARE,,,,,breast cancer fund; metastatic breast cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28659,femara,CANCER_CARE,,,,,breast cancer fund; metastatic breast cancer fund; ovarian cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28660,fulvestrant,CANCER_CARE,,,,,breast cancer fund; metastatic breast cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
28661,herceptin,CANCER_CARE,,,,,breast cancer fund; gastric cancer fund; metastatic breast cancer fund; non-small cell lung cancer fund,1,2025-03-16 07:27:11,2025-03-16 07:27:11
