ID,UUID,Name,Active,Associated SourceDrugs Count,Associated SourceDrugs,Associated Programs Count,Associated Programs,Created At,Updated At
10369,400b05d4-3221-46a9-afe0-5eb62114e10f,lab work *,true,1,lab work (related to the liver)*,1,metabolic dysfunction-associated steatohepatitis fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10370,be595f54-865e-44e6-8714-a24c79b30b83,labetalol,true,1,labetalol,1,chronic heart failure - medicare access fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10371,a91bf4df-3809-46ee-8374-a1013e8d455a,labetanol hcl,true,1,labetanol hcl,1,neurofibromatosis fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10372,79d3e9f2-65bc-4f4f-9661-cc629903c7f4,lacrisert,true,1,lacrisert (hydroxypropyl cellulose insert),1,neurotrophic keratitis fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10373,5edd2f57-6309-42a1-8f01-6914a2984953,lactobacillus,true,1,lactobacillus,1,inflammatory bowel disease - medicare access fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10374,c0aa655d-9283-4b72-99c9-9b6ee2831688,lamictal cd chewable dispersible,true,0,"",0,"",2025-03-16 06:58:14,2025-03-16 06:58:14
10375,74c299a0-06bd-414e-9c18-0173071cf01a,lamictal lamotrigine,true,0,"",0,"",2025-03-16 06:58:14,2025-03-16 06:58:14
10376,e7bc056e-4fd5-47b5-a06c-acb29a829605,lamivudine,true,1,lamivudine,1,"hiv, aids treatment & prevention fund",2025-03-16 06:58:14,2025-03-16 06:58:14
10377,d1ed04db-82b3-4609-9042-0b1c045b2ff9,lamivudine/zidovudine,true,1,lamivudine/zidovudine,1,"hiv, aids treatment & prevention fund",2025-03-16 06:58:14,2025-03-16 06:58:14
10378,ad7a7937-cb04-4ca1-b165-cc22f9c38b2a,lanadelumab-flyo,true,2,lanadelumab-flyo; lanadelumab-flyo,3,hereditary angioedema - privately insured; hereditary angioedema - publicly insured; hereditary angioedema fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10379,1d40d1e6-7c94-4f4d-a864-4728a992d3a6,lanreotide,true,4,lanreotide; lanreotide; lanreotide; lanreotide,3,neuroendocrine tumors fund; acromegaly fund; pancreatic cancer fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10380,76107062-9f80-4f54-a2b8-591c6e7cb0f4,lapatinib,true,4,lapatinib; lapatinib; lapatinib; lapatinib,2,metastatic breast cancer fund; colorectal cancer fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10381,aa7a206a-0e44-465e-8411-f7c8c63d0d01,larabars *,true,1,larabars (all varieties)*,1,cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10382,4dd2c94e-eecb-4367-9614-fe6b01b86c9a,lasmiditan,true,1,lasmiditan,1,migraine fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10383,b1df1732-9f35-41f1-bad3-db54d4c557f7,lazcluze,true,2,lazcluze; lazcluze,2,non-small cell lung cancer (nsclc) fund; johnson & johnson patient assistance program,2025-03-16 06:58:14,2025-03-16 06:58:14
10384,6d1d5ed8-da2c-4093-9934-2343c5d8a5b0,ledipasvir/sofosbuvir blister pack,true,2,ledipasvir/sofosbuvir blister pack; ledipasvir/sofosbuvir blister pack,2,hepatitis c fund; hepatitis c health equity fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10385,5a674560-4337-40fd-96da-f3dfcfacb3fa,leflunomide,true,2,leflunomide; leflunomide,2,rheumatoid arthritis fund; autoimmune - medicare access fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10386,1baf68e5-79d9-4dc1-aeac-095475ecb0de,lemborexant,true,1,lemborexant,1,circadian rhythm disorders - publicly insured,2025-03-16 06:58:14,2025-03-16 06:58:14
10387,b25f883b-88d0-4f37-93a4-0af01bb28242,leniolisib phosphate,true,1,leniolisib phosphate,2,primary immune deficiency - privately insured; primary immune deficiency - publicly insured,2025-03-16 06:58:14,2025-03-16 06:58:14
10388,1dd5265d-c308-4824-b5f6-08cfb13e161f,lentocilin,true,2,lentocilin; lentocilin,3,heart failure - privately insured; heart failure - publicly insured; heart failure fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10389,3917155d-017b-4b68-80f1-f525345d6ccf,lenvatinib,true,2,lenvatinib; lenvatinib,2,renal cell carcinoma - medicare access fund; renal cell carcinoma fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10390,7e5dca6a-d515-4302-b100-a7d8ce598206,lesinurad allopurinol,true,1,lesinurad allopurinol,1,gout - medicare access fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10391,750d52fa-771b-4f38-af11-3766f194dbe3,letairis tablets,true,0,"",0,"",2025-03-16 06:58:14,2025-03-16 06:58:14
10392,63a581f1-b1e4-4bf1-bd36-900a26da860f,leucovor ca,true,3,leucovor ca; leucovor ca; leucovor ca,2,pancreatic cancer - medicare access fund; pancreatic cancer fund,2025-03-16 06:58:14,2025-03-16 06:58:14
10393,b40d1f09-18bf-4681-9283-9a9f7392d2ba,leucovor calcium,true,3,leucovor calcium; leucovor calcium; leucovor calcium,2,ovarian cancer - medicare access fund; ovarian cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10394,0c1a50ec-ff83-4ae0-87ca-7ec994b5b7d0,leucovorin,true,4,leucovorin; leucovorin; leucovorin; leucovorin,9,colorectal carcinoma - medicare access fund; head and neck cancer - medicare access fund; hepatocellular carcinoma - medicare access fund; ovarian cancer - medicare access fund; pancreatic cancer - medicare access fund; metastatic colorectal cancer fund; ovarian cancer fund; pancreatic cancer fund; head and neck cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10395,b8b7b216-be09-4449-8d43-34cd2f12a20f,leucovorin ca,true,1,leucovorin ca,1,colorectal carcinoma - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10396,a3bdb72b-92ef-430b-96d6-d3dc647e6dee,leucovorin calcium novaplus,true,1,leucovorin calcium novaplus,1,pediatric assistance fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10397,6e9b335e-0a81-42a8-95b4-53661c0dd480,leuprolide,true,3,leuprolide; leuprolide; leuprolide,5,breast cancer - medicare access fund; ovarian cancer - medicare access fund; breast cancer fund; breast cancer health equity fund; ovarian cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10398,3c07cb3f-2ec0-4be8-8c4a-51c864b58bae,leuprolide acetate,true,3,leuprolide acetate; leuprolide acetate; leuprolide acetate,4,inflammatory bowel disease - medicare access fund; prostate cancer - medicare access fund; prostate cancer fund; prostate cancer health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10399,dd89bbe3-f90c-457d-b8fa-7260f8da4cd9,leustatin,true,2,leustatin; leustatin,2,multiple sclerosis - medicare access fund; multiple sclerosis health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10400,9c10d8d4-96a7-4dd2-a98c-6c552d768b93,levalbuterol,true,2,levalbuterol; levalbuterol,5,asthma fund; chronic obstructive pulmonary disease - medicare access fund; cystic fibrosis treatments fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:15,2025-03-16 06:58:15
10401,6a7e96d3-7b15-4a10-af0a-1509edaed13c,levalbuterol hcl,true,2,levalbuterol hcl; levalbuterol hcl,3,chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:15,2025-03-16 06:58:15
10402,d7865f15-a023-4639-9f6b-a4179cbcdd04,levalbuterol hydrochloride,true,3,levalbuterol hydrochloride; levalbuterol hydrochloride; levalbuterol hydrochloride,1,asthma fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10403,d88ffa04-7bb3-4bd5-b673-56c01d8fbb52,levaquin,true,3,levaquin (levofloxacin); levaquin; levaquin,3,chronic granulomatous disease (cgd) fund; skin and skin structure infections fund; diabetic foot ulcers fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10404,cc91dcfc-0615-465a-857e-8a968cd9c246,levbid,true,3,levbid; levbid; levbid,4,multiple sclerosis - privately insured; multiple sclerosis - publicly insured; movement disorders - medicare access fund; multiple sclerosis health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10405,d6f5360f-5dfa-4cb6-8b37-6b3719271ac7,levemir flexpen,true,1,levemir flexpen,2,pediatric assistance fund; type 2 diabetes fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10406,6c272f76-d9e0-4339-ba2c-2f5cbc2b2505,levocarnitine,true,3,levocarnitine; levocarnitine; levocarnitine (non otc),3,urea cycle disorders (ucd) fund; chronic heart failure - medicare access fund; homocystinuria and organic acidemias fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10407,7e0484c9-b3ba-40cf-9f89-635f969d9fa9,levodopa,true,1,levodopa,1,movement disorders - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10408,ed91557e-0b60-4f5e-b5b9-3fa31f8a61ed,levofloxacin hemihydrate,true,2,levofloxacin hemihydrate; levofloxacin hemihydrate,3,chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:15,2025-03-16 06:58:15
10409,a8718848-22ac-47a9-a55d-54b8e86bce3a,levoleucovor,true,3,levoleucovor; levoleucovor; levoleucovor,3,colorectal carcinoma - medicare access fund; pancreatic cancer - medicare access fund; pancreatic cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10410,3be43930-c0fc-4d8c-a282-debf281d7b46,levoleucovorin,true,2,levoleucovorin; levoleucovorin,2,gastric cancer - medicare access fund; gastric cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10411,e2cac158-f21f-493f-b40b-ad678b4b4312,levoleucovorin calcium,true,2,levoleucovorin calcium; levoleucovorin calcium,2,pediatric assistance fund; colorectal cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10412,586287bd-6527-4d79-b457-5478daca12f5,levomefolate,true,2,levomefolate; levomefolate,5,cancer-related behavioral health fund; emergency/medical workers behavioral health fund fund; oncology caregiver behavioral health fund fund; cancer fund; cancer genetic and genomic testing health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10413,d1bfd6d9-591c-4b7b-b557-841655b90d0f,levonorgestrel,true,1,levonorgestrel,1,post menopausal osteoporosis - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10414,0dd68e0d-550a-46e6-8583-ecad557449de,levormeloxifene,true,1,levormeloxifene,1,post menopausal osteoporosis - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10415,d2e6d9b5-49b9-45d2-abfa-502edf8c3b82,levosulpiride,true,1,levosulpiride,1,inflammatory bowel disease - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10416,591a5e5e-63e9-4d52-9139-af8c7f3b5a19,levsin,true,3,levsin; levsin; levsin,5,multiple sclerosis - privately insured; multiple sclerosis - publicly insured; inflammatory bowel disease - medicare access fund; movement disorders - medicare access fund; multiple sclerosis health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10417,dc818298-0ff8-4488-b624-af62898609f3,levsin/sl,true,3,levsin/sl; levsin/sl; levsin/sl,4,multiple sclerosis - privately insured; multiple sclerosis - publicly insured; movement disorders - medicare access fund; multiple sclerosis health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10418,380089c8-e81e-45d6-9622-9a2bd3d9e80c,levulan kerastick,true,2,levulan kerastick; levulan kerastick,2,head and neck cancer - medicare access fund; head and neck cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10419,9ce68c14-7afc-45a1-ac2b-b907e94ade1d,lexette,true,1,lexette,1,psoriasis fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10420,edfc6754-8c5c-4caf-9e53-faaf319448d6,libervant,true,1,libervant,2,libervant savings program; libervant savings program,2025-03-16 06:58:15,2025-03-16 06:58:15
10421,df34b7c9-cb97-429a-81dc-d4f41e13c86b,liletta,true,1,liletta,4,liletta patient savings card; liletta patient savings card rebate; liletta patient savings card; liletta patient savings card rebate,2025-03-16 06:58:15,2025-03-16 06:58:15
10422,9333fe5b-e517-4ceb-9489-2dd3f9b6711d,linezolid,true,2,linezolid; linezolid,2,skin and skin structure infections fund; diabetic foot ulcers fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10423,7a003a1e-5731-4672-bf7b-fcde92049290,linodox 50,true,3,linodox 50; linodox 50; linodox 50,2,ovarian cancer - medicare access fund; ovarian cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10424,a6b82f9d-6222-4a5d-a998-40809241e873,linseed oil,true,1,linseed oil (none otc),1,hypercholesterolemia - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10425,613b5124-7fea-4f11-a348-bec2a974d499,linzess capsules,true,0,"",0,"",2025-03-16 06:58:15,2025-03-16 06:58:15
10426,5d20ab1f-00db-4a9b-875c-2c43ddf04128,liothyronine,true,2,liothyronine; liothyronine,1,thyroid cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10427,2915efd9-01d4-411d-b193-a197656af1af,lipodox,true,3,lipodox; lipodox; lipodox,3,metastatic breast cancer fund; multiple myeloma fund; multiple myeloma health equity fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10428,7205aca4-5b2b-42a0-9490-9d9474d394e6,hope,true,1,liquid hope (all varieties),1,cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10429,1aaa6d09-67d4-4885-9d55-6c8459f324fe,whole eggs,true,1,liquid whole eggs (all varieties),1,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10430,68b9fc2f-f68f-4b78-8df9-b17f25ff3ed0,liquigen,true,1,liquigen (all varieties),1,cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10431,8f82ee5c-aa1b-4ab5-9e5e-eb6987c380fb,liraglutide,true,1,liraglutide,1,pediatric assistance fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10432,e109f805-0bf5-4faf-a942-fb04bdb37809,lisdexamfetamine dimesylate,true,1,lisdexamfetamine dimesylate,1,pediatric assistance fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10433,2a7737c9-435d-4551-8f2d-1d910bf67e4b,lithium,true,1,lithium,2,pediatric assistance fund; schizophrenia - medicare access fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10434,a57e9fc9-ab46-45ba-9729-14ec6d0c468d,livdelzi,true,2,livdelzi; livdelzi,4,primary biliary cholangitis (pbc) fund; support path patient assistance program; livdelzi gilead support path co-pay coupon; livdelzi gilead support path co-pay coupon,2025-03-16 06:58:15,2025-03-16 06:58:15
10435,3093c79c-2628-4f59-9a14-c7a9d297e9d0,liver biopsy*,true,1,liver biopsy*,1,metabolic dysfunction-associated steatohepatitis fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10436,3dfeab6d-315e-4bf5-91ae-66da8745af7f,lmx4 anesthetic,true,0,"",0,"",2025-03-16 06:58:15,2025-03-16 06:58:15
10437,2065e3de-f065-447a-b822-8fbaf29ee3fe,lmx5 anesthetic,true,0,"",0,"",2025-03-16 06:58:15,2025-03-16 06:58:15
10438,9770cd29-7aac-4dfc-b25c-41fa8f12b6c5,lobaplatin,true,2,lobaplatin; lobaplatin,2,head and neck cancer - medicare access fund; head and neck cancer fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10439,bff03b20-090a-4081-bf5d-eaa013d7c79f,locoid external hydrocortisone butyrate external 001%,true,0,"",0,"",2025-03-16 06:58:15,2025-03-16 06:58:15
10440,7acccb21-f7e5-464b-81fb-5046ff36a5a0,locoid external hydrocortisone butyrate external 01%,true,0,"",0,"",2025-03-16 06:58:15,2025-03-16 06:58:15
10441,0d66d36a-73fc-4789-9a24-6d6c173ac71f,locoid lipocream hydrocortisone butyrate 010%,true,3,locoid external cream; locoid external lotion; locoid external ointment,1,atopic dermatitis fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10442,6f304a93-2e2d-490b-a38b-e39ac99c773d,lodging,true,1,lodging,1,transportation fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10443,f01bac7b-c16c-4655-8eb7-887828450163,lodoxamide,true,2,lodoxamide; lodoxamide,1,asthma fund,2025-03-16 06:58:15,2025-03-16 06:58:15
10444,6206ca74-b9a4-4231-bb89-768815b2271c,lofepramine,true,2,lofepramine; lofepramine,2,multiple sclerosis - medicare access fund; multiple sclerosis health equity fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10445,e3a4f394-8614-4652-af92-11f0a50298c0,lomustine,true,3,lomustine; lomustine; lomustine,5,melanoma - medicare access fund; non-small cell lung cancer - medicare access fund; melanoma fund; non-small cell lung cancers health equity fund; non-small cell lung cancer fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10446,f4449a48-41b6-4ffb-8d02-225f36502e59,lonhala magnair,true,2,lonhala magnair; lonhala magnair,3,chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:16,2025-03-16 06:58:16
10447,d2668a63-5553-4012-a63e-4e69cf6efc67,lonidamine,true,2,lonidamine; lonidamine,2,head and neck cancer - medicare access fund; head and neck cancer fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10448,ecb60c75-fb17-401b-8de6-abc68bf66f26,lopin/riton,true,1,lopin/riton,1,"hiv, aids treatment & prevention fund",2025-03-16 06:58:16,2025-03-16 06:58:16
10449,620a5c55-44e4-4b2e-ba5a-af7d1f95a7e4,loprofin foods *,true,1,loprofin foods (all varieties)*,1,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10450,e345c99e-4361-4a0c-8631-bc1f0bed43b0,loraz nacl,true,1,loraz nacl,1,chemotherapy induced nausea or vomiting - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10451,132d5882-7a30-41f2-a7e3-ecac29cae175,lorazep/d5w,true,1,lorazep/d5w,1,chemotherapy induced nausea or vomiting - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10452,5a673741-ccb2-4e07-8339-8ac2de9bb94a,lorazep/nacl,true,1,lorazep/nacl,1,chemotherapy induced nausea or vomiting - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10453,7a9c8ac6-d305-4f86-a785-3bf1446ee5ff,lorazepam,true,2,lorazepam; lorazepam,6,cancer-related behavioral health fund; chemotherapy induced nausea or vomiting - medicare access fund; emergency/medical workers behavioral health fund fund; oncology caregiver behavioral health fund fund; cancer fund; cancer genetic and genomic testing health equity fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10454,d0ab7f29-05d1-49a5-aa51-9b7539cb9ebf,lorlatinib,true,3,lorlatinib; lorlatinib; lorlatinib,3,non-small cell lung cancer - medicare access fund; non-small cell lung cancers health equity fund; non-small cell lung cancer fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10455,5b2de5f4-e9b3-4848-926e-ce77d961eeb1,lornoxicam,true,1,lornoxicam,2,gout - medicare access fund; gout travel fund fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10456,0d71bc95-8f2a-4044-b617-0868e3100cec,losartan potassium,true,1,losartan potassium,2,gout - medicare access fund; gout travel fund fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10457,e830539d-e68d-4370-a74d-8cb844e20570,losartan potassium avpak,true,2,losartan potassium avpak; losartan potassium avpak,2,cardiomyopathy - medicare access fund; cardiomyopathy fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10458,50ab94ce-2e46-47bb-8da5-aa7f42dbe32c,loxapine,true,1,loxapine,3,neurocognitive disease with psychosis - medicare access fund; pediatric assistance fund; schizophrenia - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10459,9cf2e6c1-eb2e-41a7-825b-b81a0e7595ab,loxoprofen,true,1,loxoprofen,2,gout - medicare access fund; gout travel fund fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10460,5a8b96d1-aaf6-4d0b-8c21-9080a73dba61,lubiprostone,true,1,lubiprostone,1,rett syndrome fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10461,70bea970-5544-41ce-9548-f21585e7a5d7,lumateperone,true,1,lumateperone,1,schizophrenia - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10462,5f593450-c3f6-43b7-b089-2b0b6796ebdc,luna bars *,true,1,luna bars (all varieties)*,1,cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10463,a87f69af-8c11-453c-84cb-9d8e47eec125,lupron,true,3,lupron; lupron; lupron,4,growth hormone deficiency fund; prostate cancer - medicare access fund; prostate cancer fund; prostate cancer health equity fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10464,16127ef6-cdc1-4ce9-86a3-5656c4e34025,lurasidone hydrochloride,true,1,lurasidone hydrochloride,1,schizophrenia - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10465,a6ad2999-53f4-4272-bc74-e23145fde092,luspatercept-aamt,true,3,luspatercept-aamt; luspatercept-aamt; luspatercept-aamt,4,myelodysplastic syndromes - privately insured; myelodysplastic syndromes - publicly insured; myelodysplastic syndromes - medicare access fund; myelodysplastic syndromes fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10466,08434bf6-cec4-47d2-9889-80c602cb5531,lutetium lu 177 dotatate,true,1,lutetium lu 177 dotatate,1,carcinoid tumors and associated symptoms - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10467,36b50e57-c772-4d23-b1f2-1c83ed3fa589,lutrish,true,1,lutrish (all varieties),2,alagille syndrome vitamins and supplements fund; cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10468,e376b964-8d1b-46b2-a0d3-d7eab9580375,luxiq foam,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10469,90fb94d7-0718-4a40-817c-5cdd5f54813b,luxturna subretinal,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10470,2286e8d0-6c42-4de6-8b9e-a63aed0fff04,lymphoseek,true,2,lymphoseek; lymphoseek,2,head and neck cancer - medicare access fund; head and neck cancer fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10471,4a46b31c-0c7d-4f6c-b524-bcf2da5a819a,lyumjev kwikpen u-100,true,1,lyumjev kwikpen u-100,2,pediatric assistance fund; type 2 diabetes fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10472,6202ae9b-f437-4008-ad21-09ce4d01a270,lyumjev kwikpen u-200,true,1,lyumjev kwikpen u-200,2,pediatric assistance fund; type 2 diabetes fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10473,44de831a-0eaa-4ae7-96e9-5314fde0e8cd,lyumjev tempo,true,1,lyumjev tempo pen,2,pediatric assistance fund; type 2 diabetes fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10474,1c55a77b-39d4-40c9-8ad5-463eda61d3ca,lyumjev tempo u-100 prefilled,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10475,74949fd0-c45d-421b-b888-c025d5120916,lyumjev u-100 kwikpen prefilled,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10476,3412661b-ee46-4029-a5ae-66a95dbfadb1,lyumjev u-200 kwikpen prefilled,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10477,0d589dad-561c-420f-b1a5-43ee8fe6b918,m-dryl,true,1,m-dryl,1,circadian rhythm disorders - publicly insured,2025-03-16 06:58:16,2025-03-16 06:58:16
10478,b686b456-24a2-4ea6-9360-44ee1514e9ae,macugen,true,1,macugen,1,macular degeneration (wet and dry) fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10479,3bd460a7-a2c6-4ae2-b706-61808ee3c479,magnesium *,true,1,magnesium (all varieties)*,1,cystic fibrosis vitamins and supplements fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10480,32809fa7-75af-4fff-8c4a-236fb7a9a350,magnesium sulfate,true,2,magnesium sulfate; magnesium sulfate,1,asthma fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10481,d31f1774-6dc9-4b39-a995-0fb801feda89,magnesium ulfate,true,2,magnesium ulfate (iv); magnesium ulfate (iv),3,chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:16,2025-03-16 06:58:16
10482,11b68e39-f270-4e8e-bfe2-afb53de3534b,malabsorption treatments,true,1,malabsorption treatments,1,congenital sucrase-isomaltase deficiency fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10483,2324162a-43b6-4d23-823c-c9851fb47f41,malarone tablets,true,0,"",0,"",2025-03-16 06:58:16,2025-03-16 06:58:16
10484,d7b608e0-9958-4566-b22c-267f331edf21,mannose,true,1,mannose (all varieties),1,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10485,31cda3e3-113a-4736-b1a8-f23392b5623b,manual therapy techniques,true,1,manual therapy techniques,1,dupuytren's disease fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10486,184a4a1e-0e16-4165-833c-dba40a5f04e6,maraviroc,true,1,maraviroc,1,"hiv, aids treatment & prevention fund",2025-03-16 06:58:16,2025-03-16 06:58:16
10487,bc6ef84b-158f-4f23-b2a6-df7efce01c3c,marbeta-l,true,1,marbeta-l,1,giant cell arteritis or temporal arteritis - medicare access fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10488,6e4a937a-f948-4c0b-870b-d9dee47de12a,marimastat,true,3,marimastat; marimastat; marimastat,2,melanoma - medicare access fund; melanoma fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10489,f85d8348-7a7e-4991-9a8f-20770392246e,marqibo kit,true,2,marqibo kit; marqibo kit,1,acute lymphoblastic leukemia fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10490,eda12f75-7fec-4e80-9c50-13380bed727d,marstacimab-hncq,true,1,marstacimab-hncq,1,inherited and acquired factor deficiencies - publicly insured,2025-03-16 06:58:16,2025-03-16 06:58:16
10491,0fbba5e3-4793-4118-9bd3-fb41dfb5ae9c,mason natural nac,true,2,mason natural nac; mason natural nac,4,amyloidosis fund; chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),2025-03-16 06:58:16,2025-03-16 06:58:16
10492,9baf10e1-3972-4564-bb9d-1c3287cb4301,masoprocol,true,3,masoprocol; masoprocol; masoprocol,2,melanoma - medicare access fund; melanoma fund,2025-03-16 06:58:16,2025-03-16 06:58:16
10493,299da4a0-8074-4175-b1c5-e60f20439277,matristem burn matrix tissue matrix extracellular,true,0,"",0,"",2025-03-16 06:58:17,2025-03-16 06:58:17
10494,625fe4c4-d3d7-41b5-86f1-18e9d49e881c,matristem micromatrix tissue matrix extracellular,true,0,"",0,"",2025-03-16 06:58:17,2025-03-16 06:58:17
10495,b1f1a982-2e77-4850-9add-ed2a5dc3eda4,mavorixafor,true,1,mavorixafor,2,primary immune deficiency - privately insured; primary immune deficiency - publicly insured,2025-03-16 06:58:17,2025-03-16 06:58:17
10496,9279d6b1-af10-41b6-a97b-1700d7d487c1,maxair autohaler,true,2,maxair autohaler; maxair autohaler,1,asthma fund,2025-03-16 06:58:17,2025-03-16 06:58:17
